product_id,order_date,quantity,country,supplier
HDPE Granule,2/4/2024,73,Japan,"Bailey, Leannon and Muller"
PET Flake,11/11/2024,40,Indonesia,Greenholt-Graham
LDPE Granule,7/8/2025,68,Indonesia,Herman-Roberts
HDPE Granule,2/17/2024,14,Egypt,Hahn-Miller
PET Flake,12/8/2025,27,Greece,Sanford LLC
HDPE Granule,4/12/2024,58,Croatia,"Schumm, Schumm and Pfeffer"
PET Flake,5/22/2025,74,Poland,"Rice, Halvorson and Rice"
LDPE Granule,11/21/2024,74,China,Legros Inc
HDPE Granule,3/21/2024,18,China,Bartoletti-Kirlin
PET Flake,4/26/2024,10,China,Barton Inc
LDPE Granule,5/15/2024,39,Greece,Goldner-Oberbrunner
PET Flake,1/6/2024,81,Sweden,"McClure, Cummings and Bayer"
HDPE Granule,4/26/2025,59,China,Luettgen LLC
LDPE Granule,4/23/2024,4,Philippines,Romaguera and Sons
LDPE Granule,7/28/2025,50,Nigeria,"Block, Bailey and Halvorson"
PET Flake,4/6/2024,75,Indonesia,Hackett-Ward
HDPE Granule,10/27/2024,57,Philippines,Davis Group
PET Flake,6/21/2024,37,Ukraine,Waters-Ledner
PET Flake,1/25/2025,71,China,"Lesch, Kessler and Bradtke"
HDPE Granule,10/17/2024,61,France,Rath-Powlowski
HDPE Granule,6/4/2025,63,South Africa,Leffler LLC
PET Flake,6/13/2024,34,Ukraine,Swift-Hilpert
HDPE Granule,4/3/2025,20,Portugal,Pacocha Group
LDPE Granule,4/22/2024,18,China,Bartell Group
PET Flake,8/20/2025,51,Venezuela,Wilkinson-Bechtelar
PET Flake,5/15/2024,82,Czech Republic,Yundt-O'Conner
PET Flake,1/16/2025,71,Brazil,"Bergnaum, Yundt and Weissnat"
LDPE Granule,4/16/2025,71,China,Kris-Hammes
PET Flake,8/6/2024,52,Brazil,"Quitzon, Boyer and Schmidt"
HDPE Granule,11/27/2024,12,Russia,Connelly LLC
HDPE Granule,1/14/2024,9,Armenia,Lehner-Kreiger
PET Flake,4/8/2025,74,Pakistan,Klein-Wunsch
PET Flake,5/28/2025,89,Philippines,Breitenberg-Volkman
PET Flake,8/22/2024,64,Georgia,Gibson-O'Keefe
HDPE Granule,1/22/2025,23,Russia,"Lebsack, Nikolaus and Ritchie"
HDPE Granule,12/7/2025,18,Norway,Lind-Willms
LDPE Granule,8/8/2024,58,France,"Littel, Klocko and Kreiger"
LDPE Granule,4/25/2024,49,Bosnia and Herzegovina,Hansen-Keeling
PET Flake,7/16/2024,47,Philippines,Howell-Runolfsson
HDPE Granule,5/18/2025,41,Portugal,"Rath, Langosh and Botsford"
LDPE Granule,5/27/2025,46,China,"Turner, Schinner and Cummerata"
LDPE Granule,12/9/2024,4,China,"Wiegand, Bogisich and Donnelly"
PET Flake,10/5/2025,8,Mongolia,Roberts-Harber
HDPE Granule,8/14/2024,58,Indonesia,"Jenkins, Runolfsson and Gulgowski"
PET Flake,3/17/2024,16,Indonesia,Weissnat-Kulas
PET Flake,9/19/2025,100,Indonesia,Heaney LLC
HDPE Granule,11/22/2024,59,Germany,Streich-Runolfsson
PET Flake,9/28/2025,1,Tunisia,Streich-Waters
PET Flake,3/9/2025,6,Russia,Runte Group
PET Flake,5/2/2024,41,China,"Blanda, Sporer and Rutherford"
HDPE Granule,10/30/2024,73,Macedonia,Nienow-Romaguera
HDPE Granule,10/16/2024,76,Mexico,Wilderman-Ortiz
HDPE Granule,3/4/2025,79,Russia,Dicki-Emmerich
PET Flake,10/16/2024,92,China,"Von, Howell and Leannon"
PET Flake,9/16/2025,56,South Africa,"Rowe, Gulgowski and Carroll"
HDPE Granule,6/4/2025,82,Indonesia,Prosacco-Farrell
LDPE Granule,2/28/2025,65,China,Wiegand Group
PET Flake,8/30/2024,55,Indonesia,"Stiedemann, Considine and Klein"
HDPE Granule,9/6/2025,42,Indonesia,Ankunding-Kohler
PET Flake,5/18/2025,99,Greece,"Turner, Emmerich and Klein"
LDPE Granule,11/4/2024,52,China,Reilly Inc
LDPE Granule,12/13/2025,90,Argentina,"Feeney, Kozey and Mann"
PET Flake,8/8/2025,98,Brazil,"Satterfield, Shanahan and Jacobi"
HDPE Granule,6/13/2024,62,Poland,Gottlieb-Halvorson
PET Flake,2/21/2025,95,Sweden,Swaniawski-Price
HDPE Granule,4/18/2025,7,Sweden,"Bashirian, D'Amore and Crooks"
PET Flake,2/20/2024,84,Poland,"Fahey, Conroy and Harvey"
HDPE Granule,6/6/2025,29,Philippines,Hoppe-Nicolas
PET Flake,2/2/2024,46,China,Heidenreich-Adams
LDPE Granule,4/8/2024,58,China,"Tromp, Cassin and Rohan"
HDPE Granule,4/28/2025,27,China,"Ward, Crooks and Hettinger"
PET Flake,2/7/2024,77,Brazil,Labadie and Sons
LDPE Granule,1/27/2025,71,Grenada,"Johnson, Trantow and Ortiz"
LDPE Granule,5/14/2025,9,Czech Republic,"Blanda, Sawayn and Cole"
HDPE Granule,7/18/2024,39,China,Hilpert Group
HDPE Granule,9/29/2025,95,Russia,Fadel-Bailey
LDPE Granule,12/8/2024,38,Georgia,"Schamberger, Swift and Ryan"
PET Flake,4/27/2025,44,Poland,"Powlowski, Walsh and Parisian"
LDPE Granule,5/7/2025,100,Indonesia,"Medhurst, Stoltenberg and Grimes"
HDPE Granule,8/13/2024,47,Indonesia,"Nitzsche, Crist and Yost"
HDPE Granule,7/12/2025,1,China,Weber-Ferry
LDPE Granule,12/23/2024,73,Philippines,"Stroman, Lowe and Krajcik"
LDPE Granule,6/17/2025,38,Philippines,Bode-Schroeder
PET Flake,12/20/2025,97,Russia,"Cassin, Bernhard and Hane"
PET Flake,8/6/2024,98,China,Satterfield Inc
HDPE Granule,3/10/2025,54,Vietnam,"Weber, Olson and Murazik"
PET Flake,9/28/2025,89,China,"Bayer, Mraz and Parker"
LDPE Granule,12/29/2025,41,China,Bauch-Metz
LDPE Granule,11/1/2024,99,Guatemala,Baumbach and Sons
LDPE Granule,8/1/2025,66,Philippines,Ruecker-Koepp
HDPE Granule,3/5/2024,62,China,"Weimann, Wunsch and Gerhold"
LDPE Granule,1/25/2024,61,Poland,Hudson Inc
LDPE Granule,3/5/2025,73,Chile,"Hauck, Lueilwitz and Daugherty"
LDPE Granule,9/26/2025,79,Greece,Gorczany-Upton
PET Flake,10/31/2025,23,Brazil,"Cole, Sporer and Nienow"
HDPE Granule,10/29/2024,85,Portugal,"McKenzie, Kihn and Abshire"
LDPE Granule,6/20/2025,36,Thailand,Abernathy-Wilkinson
LDPE Granule,10/18/2024,30,Portugal,Lesch-Romaguera
PET Flake,1/27/2024,60,Canada,Collier-Fadel
PET Flake,3/17/2024,76,Greece,Anderson-Berge
PET Flake,12/4/2025,49,China,Hartmann Group
PET Flake,8/7/2025,83,China,Hyatt and Sons
PET Flake,12/16/2025,70,Indonesia,"Schmeler, Schuster and Roberts"
LDPE Granule,4/19/2025,61,Indonesia,Sauer and Sons
PET Flake,5/7/2024,25,Philippines,McDermott-Becker
LDPE Granule,1/8/2025,49,Ukraine,Monahan LLC
LDPE Granule,6/9/2024,17,Malaysia,Hills-Goyette
LDPE Granule,8/2/2025,38,Peru,Morissette Inc
PET Flake,2/18/2024,40,Gabon,"Murray, Ruecker and Robel"
PET Flake,10/23/2024,35,Russia,Dibbert-Cruickshank
HDPE Granule,10/11/2024,27,New Zealand,"Flatley, Cartwright and McCullough"
LDPE Granule,4/8/2024,81,Sweden,Frami-Luettgen
LDPE Granule,7/26/2025,38,Brazil,"MacGyver, Satterfield and Nikolaus"
HDPE Granule,9/28/2024,40,Indonesia,Barton-Emmerich
HDPE Granule,7/3/2025,49,United States,"Walter, Price and Huel"
PET Flake,5/22/2024,54,Netherlands,"Mitchell, Green and Moen"
HDPE Granule,3/5/2024,75,China,Dooley LLC
PET Flake,12/6/2024,41,Brazil,Koch-Borer
PET Flake,10/12/2025,57,China,"Wiegand, Grant and Beer"
LDPE Granule,1/25/2024,41,China,"Zboncak, Muller and Boyer"
HDPE Granule,6/8/2025,60,China,Mann LLC
HDPE Granule,8/29/2025,5,Netherlands,Feil Group
HDPE Granule,6/15/2025,99,Morocco,"Carroll, Huels and Lebsack"
PET Flake,9/12/2024,62,France,Rolfson-Schmeler
PET Flake,6/17/2024,11,China,"Rath, Fay and Harber"
PET Flake,10/22/2024,82,Palestinian Territory,"Gulgowski, Senger and Lynch"
HDPE Granule,10/2/2024,24,Ukraine,"Cremin, Huel and Kozey"
LDPE Granule,5/28/2024,88,Indonesia,Terry and Sons
HDPE Granule,7/4/2024,20,Finland,"Green, Beier and Barton"
HDPE Granule,2/2/2024,75,Indonesia,Moore Group
LDPE Granule,1/22/2024,24,Nigeria,"Lang, Kovacek and Durgan"
HDPE Granule,2/5/2024,13,Afghanistan,"Klein, Grant and Harvey"
PET Flake,4/7/2025,2,Poland,"Kshlerin, Botsford and Conroy"
LDPE Granule,2/3/2025,100,Ukraine,Feest Group
HDPE Granule,2/1/2025,87,Malaysia,"Bahringer, Maggio and Tillman"
HDPE Granule,8/23/2024,54,Nicaragua,Nolan-Monahan
LDPE Granule,7/2/2024,86,Czech Republic,Ward Inc
PET Flake,1/31/2025,19,North Korea,Kris Inc
LDPE Granule,2/17/2025,44,Malaysia,"Simonis, Reilly and Toy"
HDPE Granule,9/9/2024,46,Russia,"Wolff, Spencer and Rohan"
PET Flake,2/6/2024,97,Brazil,"Carroll, Fahey and Crist"
PET Flake,10/25/2024,63,Dominican Republic,Leannon LLC
HDPE Granule,10/5/2024,25,Argentina,Johns-Goyette
